,,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-12,CNL-12,CNL-12,CNL-13,CNL-13,CNL-13,CNL-13,CNL-13,CNL-13,CNL-16,CNL-16,CNL-16,CNL-16,CNL-2,CNL-2,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-4,CNL-4,CNL-4,CNL-4,CNL-4,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-6,CNL-6,CNL-6,CNL-6,CNL-8,CNL-8,CNL-8,CNL-8,CNL-8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL13,CNL9,CNL9,CNL9,CNL9,CNL9,CNL9,CNL9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,NRC0,NRC1,NRC2,NRC3,NRC4a,NRC4b,NRC4c,NRC5,NRC6,NRC7,NRCn,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL
ND,Solyc08g067380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700688,3693288,3404046,3414785,,,,54321340,,,,,,,,,,,,,,,,,,,,,54652133,53016519,,,,,56157748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997917,,,,56107757,,,,,56103751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc12g097000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63942143,,63950676,,,,,,,,,,,66039470,63970073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6684296,,6739546,,60259085,,,6776715,,,,,,,,,,,,,,,,,,42683,,864995,,,,,,,,,56480,,,,,51462,,,,59236017,,,,,,,,,,,,,,63057127,,,,,59328177,59252841,,14319924,,2454,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66071052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc01g088060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7392746,,,,,,,,,,,,,,,,,1151371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,59684001,,9279338,,,,,11425776,,,,,1216880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80014394,67275163,10079800,,8628724,8635805,8650858,8676472,,,,,,,,,,,,7652818
ND,Solyc05g042100,,1436250,1740251,4301517,5722811,9093798,9101016,2855,9107501,,,,,,,9381089,52764678,,,,,,,51785631,51781373,51778110,,,,49693526,49699979,55470625,49816637,49822460,53583302,53587886,53596914,53761983,53953515,,49356794,49393575,55613665,,,,,,,,,,,,,36271328,,,,,,,,,53232459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29255326,32881987,52780330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51910450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24362561,,,53441431,54451874,54469242,,,,,
ND,Solyc05g021140,,30691576,30995577,33556843,34978137,38349124,38356342,29252471,38362827,,,,,,,38636415,23509352,,,,,,,22530305,22526047,22522784,,,,20438200,20444653,26215299,20561311,20567134,24327976,24332560,24341588,24506657,24698189,,20101468,20138249,26358339,,,,,,,,,,,,,7016002,,,,,,,,,23977133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29255326,0,3626661,23525004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22655124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4892765,,,24186105,25196548,25213916,,,,,
ND,Solyc05g018710,,34318237,34622238,37183504,38604798,41975785,41983003,32879132,41989488,,,,,,,42263076,19882691,,,,,,,18903644,18899386,18896123,,,,16811539,16817992,22588638,16934650,16940473,20701315,20705899,20714927,20879996,21071528,,16474807,16511588,22731678,,,,,,,,,,,,,3389341,,,,,,,,,20350472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32881987,3626661,0,19898343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19028463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8519426,,,20559444,21569887,21587255,,,,,
ND,Solyc05g008650,,54216580,54520581,57081847,58503141,61874128,61881346,52777475,61887831,,,,,,,62161419,15652,,,,,,,994699,998957,1002220,,,,3086804,3080351,2690295,2963693,2957870,802972,807556,816584,981653,1173185,,3423536,3386755,2833335,,,,,,,,,,,,,16509002,,,,,,,,,452129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52780330,23525004,19898343,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28417769,,,661101,1671544,1688912,,,,,
ND,Solyc04g079420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62853853,,,,,,,59671050,59674649,59694649,,,,,,,,,,,,,,,,,,,,,,,,45190108,43210047,,61358318,61300371,61371923,60972373,60984846,61277886,61300357,61367002,61376757,61293951,,,,,,,,,,,,,,,,,,63658742,,,,,,,,63651738,,,,,,,,,,51695741,51701506,,,,,,,,63212845,62160525,62164520,62174335,62202722,62202719,62218760,62152521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9131308,13943637,59664641,61380995,61382901,,,,,,,,,,,,,,,,,,,,,,,,,63223116,63240343,63271583,63250104,62184639,58624465,,,,,58607048,,,,,,,,,,,,,,,,,42300800,58086556,,,,,,,,,62978853,,,,,,,,9537693,,,
ND,Solyc04g057850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53722545,,,,,,,50539742,50543341,50563341,,,,,,,,,,,,,,,,,,,,,,,,36058800,34078739,,52227010,52169063,52240615,51841065,51853538,52146578,52169049,52235694,52245449,52162643,,,,,,,,,,,,,,,,,,54527434,,,,,,,,54520430,,,,,,,,,,42564433,42570198,,,,,,,,54081537,53029217,53033212,53043027,53071414,53071411,53087452,53021213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9131308,0,4812329,50533333,52249687,52251593,,,,,,,,,,,,,,,,,,,,,,,,,54091808,54109035,54140275,54118796,53053331,49493157,,,,,49475740,,,,,,,,,,,,,,,,,33169492,48955248,,,,,,,,,53847545,,,,,,,,406385,,,
ND,Solyc04g051210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48910216,,,,,,,45727413,45731012,45751012,,,,,,,,,,,,,,,,,,,,,,,,31246471,29266410,,47414681,47356734,47428286,47028736,47041209,47334249,47356720,47423365,47433120,47350314,,,,,,,,,,,,,,,,,,49715105,,,,,,,,49708101,,,,,,,,,,37752104,37757869,,,,,,,,49269208,48216888,48220883,48230698,48259085,48259082,48275123,48208884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13943637,4812329,0,45721004,47437358,47439264,,,,,,,,,,,,,,,,,,,,,,,,,49279479,49296706,49327946,49306467,48241002,44680828,,,,,44663411,,,,,,,,,,,,,,,,,28357163,44142919,,,,,,,,,49035216,,,,,,,,4405944,,,
ND,Solyc04g012010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3189212,,,,,,,6409,10008,30008,,,,,,,,,,,,,,,,,,,,,,,,14474533,16454594,,1693677,1635730,1707282,1307732,1320205,1613245,1635716,1702361,1712116,1629310,,,,,,,,,,,,,,,,,,3994101,,,,,,,,3987097,,,,,,,,,,7968900,7963135,,,,,,,,3548204,2495884,2499879,2509694,2538081,2538078,2554119,2487880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59664641,50533333,45721004,0,1716354,1718260,,,,,,,,,,,,,,,,,,,,,,,,,3558475,3575702,3606942,3585463,2519998,1040176,,,,,1057593,,,,,,,,,,,,,,,,,17363841,1578085,,,,,,,,,3314212,,,,,,,,50126948,,,
ND,Solyc04g009100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472858,,,,,,,1709945,1706346,1686346,,,,,,,,,,,,,,,,,,,,,,,,16190887,18170948,,22677,80624,9072,408622,396149,103109,80638,13993,4238,87044,,,,,,,,,,,,,,,,,,2277747,,,,,,,,2270743,,,,,,,,,,9685254,9679489,,,,,,,,1831850,779530,783525,793340,821727,821724,837765,771526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61380995,52249687,47437358,1716354,0,1906,,,,,,,,,,,,,,,,,,,,,,,,,1842121,1859348,1890588,1869109,803644,2756530,,,,,2773947,,,,,,,,,,,,,,,,,19080195,3294439,,,,,,,,,1597858,,,,,,,,51843302,,,
ND,Solyc04g009090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470952,,,,,,,1711851,1708252,1688252,,,,,,,,,,,,,,,,,,,,,,,,16192793,18172854,,24583,82530,10978,410528,398055,105015,82544,15899,6144,88950,,,,,,,,,,,,,,,,,,2275841,,,,,,,,2268837,,,,,,,,,,9687160,9681395,,,,,,,,1829944,777624,781619,791434,819821,819818,835859,769620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61382901,52251593,47439264,1718260,1906,0,,,,,,,,,,,,,,,,,,,,,,,,,1840215,1857442,1888682,1867203,801738,2758436,,,,,2775853,,,,,,,,,,,,,,,,,19082101,3296345,,,,,,,,,1595952,,,,,,,,51845208,,,
ND,Solyc03g053070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27745128,,,,,,12048714,,,,,,,,,,,,,,,,33238018,,,,,,22728803,,,,,23554563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22728803,23538669,,,,,,,,,,,,,,,,,,,,,,,,,,,,23550245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc03g006760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50473931,,,,,,10680089,,,,,,,,,,,,,,,,55966821,,,,,,0,,,,,825760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22728803,0,809866,,,,,,,,,,,,,,,,,,,,,,,,,,,,821442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc03g005670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51283797,,,,,,11489955,,,,,,,,,,,,,,,,56776687,,,,,,809866,,,,,15894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23538669,809866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc02g090380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27096202,,,,,,,,26610393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21611175,21012765,,,,,,,,10244505,,,,,,,,11633018,3982361,4476194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8655723,24032898,24065724,26615452,36443593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11864504,,,,,23186207,,,6225073,,,,24044275,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc02g078680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18440479,,,,,,,,17954670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12955452,12357042,,,,,,,,1588782,,,,,,,,2977295,4673362,4179529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8655723,0,15377175,15410001,17959729,27787870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3208781,,,,,14530484,,,2430650,,,,15388552,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc02g032250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3063304,,,,,,,,2577495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2421723,3020133,,,,,,,,13788393,,,,,,,,12399880,20050537,19556704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24032898,15377175,0,32826,2582554,12410695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12168394,,,,,846691,,,17807825,,,,11377,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc02g032230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030478,,,,,,,,2544669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454549,3052959,,,,,,,,13821219,,,,,,,,12432706,20083363,19589530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24065724,15410001,32826,0,2549728,12377869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12201220,,,,,879517,,,17840651,,,,21449,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc02g030270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480750,,,,,,,,5059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5004277,5602687,,,,,,,,16370947,,,,,,,,14982434,22633091,22139258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26615452,17959729,2582554,2549728,0,9828141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14750948,,,,,3429245,,,20390379,,,,2571177,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc02g014230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9347391,,,,,,,,9833200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14832418,15430828,,,,,,,,26199088,,,,,,,,24810575,32461232,31967399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36443593,27787870,12410695,12377869,9828141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24579089,,,,,13257386,,,30218520,,,,12399318,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc01g016960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58908817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52291255,,,,,,,,,,,,,,,,,58532630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59684001,,,,,,,,,,,,,,,,,,,,0,,68963339,,,,,71109777,,,,,60900881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20330393,7591162,49604201,,68312725,68319806,68334859,68360473,,,,,,,,,,,,67336819
ND,Solyc00g141360,1303168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3991636,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc01g103610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10054522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16672084,,,,,,,,,,,,,,,,,10430709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9279338,,,,,,,,,,,,,,,,,,,,68963339,,0,,,,,2146438,,,,,8062458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89293732,76554501,19359138,,650614,643533,628480,602866,,,,,,,,,,,,1626520
ND,Solyc07g063360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61745460,,,,,,,,,,,5799640,,,,,,,,,,,,,18391958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4426956,,,,,,,,,4415384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,8012936,61736942,,,,,,,,,,,,,,,65354554,,,,,,,,,,2419038,2261616,,4634178,4616274,4605069,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc06g065120,,,,,,,,,,38414486,38389602,38372235,38039600,38022767,37996295,,,38423187,308994,298453,287930,274117,259842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8717297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4529,5522,,,,89527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc06g065140,,,,,,,,,,38419015,38394131,38376764,38044129,38027296,38000824,,,38427716,313523,302982,292459,278646,264371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8721826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4529,0,993,,,,94056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc06g065150,,,,,,,,,,38420008,38395124,38377757,38045122,38028289,38001817,,,38428709,314516,303975,293452,279639,265364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8722819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5522,993,0,,,,95049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc01g106410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12200960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18818522,,,,,,,,,,,,,,,,,12577147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11425776,,,,,,,,,,,,,,,,,,,,71109777,,2146438,,,,,0,,,,,10208896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91440170,78700939,21505576,,2797052,2789971,2774918,2749304,,,,,,,,,,,,3772958
ND,Solyc07g044810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53732524,,,,,,,,,,,2213296,,,,,,,,,,,,,10379022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3585980,,,,,,,,,3597552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8012936,,,,,0,53724006,,,,,,,,,,,,,,,57341618,,,,,,,,,,5593898,5751320,,3378758,3396662,3407867,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc07g009190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8518,,,,,,,,,,,55937302,,,,,,,,,,,,,43344984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57309986,,,,,,,,,57321558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61736942,,,,,53724006,0,,,,,,,,,,,,,,,3617612,,,,,,,,,,59317904,59475326,,57102764,57120668,57131873,,,,,,,,,,,,,,,,,,,,,,,,
ND,Solyc06g065000,,,,,,,,,,38324959,38300075,38282708,37950073,37933240,37906768,,,38333660,219467,208926,198403,184590,170315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8627770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89527,94056,95049,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRC0,Solyc10g008220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62423925,52882600,,,,,,,,,,,,49044554,,,,,,,,,,,,,,,,,,,,,,,,,,,,53940870,,57192796,54056380,54017928,,53989406,,,,,,,,,53910417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63166722,62661931,55933767,,,53794222,53763475,49282067,,,2635313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,38177897,,,,,,,,,,4682,,,,11324,,,,,,,,,,,,,,,,,,,,2514213,,,,,,,,,,,,,,,,
NRC1,Solyc01g090430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8609626,,,,,,,,,,,,,,,,,2368251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216880,,,,,,,,,,,,,,,,,,,,60900881,,8062458,,,,,10208896,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81231274,68492043,11296680,,7411844,7418925,7433978,7459592,,,,,,,,,,,,6435938
NRC2,Solyc10g047320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24246028,14704703,,,,,,,,,,,,10866657,,,,,,,,,,,,,,,,,,,,,,,,,,,,15762973,,19014899,15878483,15840031,,15811509,,,,,,,,,15732520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24988825,24484034,17755870,,,15616325,15585578,11104170,,,35542584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38177897,,0,,,,,,,,,,38173215,,,,38166573,,,,,,,,,,,,,,,,,,,,35663684,,,,,,,,,,,,,,,,
NRC3,Solyc05g009630,,53346700,53650701,56211967,57633261,61004248,61011466,51907595,61017951,,,,,,,61291539,854228,,,,,,,124819,129077,132340,,,,2216924,2210471,3560175,2093813,2087990,1672852,1677436,1686464,1851533,2043065,,2553656,2516875,3703215,,,,,,,,,,,,,15639122,,,,,,,,,1322009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51910450,22655124,19028463,869880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27547889,,,1530981,2541424,2558792,,,,,
